bin_index,bin_from,bin_to,interpolation,Peril,IMT
909,90.8,90.9,90.85,WTC,PGWS_tcy:m/s
910,90.9,91,90.95,WTC,PGWS_tcy:m/s
911,91,91.1,91.05,WTC,PGWS_tcy:m/s
912,91.1,91.2,91.15,WTC,PGWS_tcy:m/s
913,91.2,91.3,91.25,WTC,PGWS_tcy:m/s
914,91.3,91.4,91.35,WTC,PGWS_tcy:m/s
915,91.4,91.5,91.45,WTC,PGWS_tcy:m/s
916,91.5,91.6,91.55,WTC,PGWS_tcy:m/s
917,91.6,91.7,91.65,WTC,PGWS_tcy:m/s
918,91.7,91.8,91.75,WTC,PGWS_tcy:m/s
919,91.8,91.9,91.85,WTC,PGWS_tcy:m/s
920,91.9,92,91.95,WTC,PGWS_tcy:m/s
921,92,92.1,92.05,WTC,PGWS_tcy:m/s
922,92.1,92.2,92.15,WTC,PGWS_tcy:m/s
923,92.2,92.3,92.25,WTC,PGWS_tcy:m/s
924,92.3,92.4,92.35,WTC,PGWS_tcy:m/s
925,92.4,92.5,92.45,WTC,PGWS_tcy:m/s
926,92.5,92.6,92.55,WTC,PGWS_tcy:m/s
927,92.6,92.7,92.65,WTC,PGWS_tcy:m/s
928,92.7,92.8,92.75,WTC,PGWS_tcy:m/s
929,92.8,92.9,92.85,WTC,PGWS_tcy:m/s
930,92.9,93,92.95,WTC,PGWS_tcy:m/s
931,93,93.1,93.05,WTC,PGWS_tcy:m/s
932,93.1,93.2,93.15,WTC,PGWS_tcy:m/s
933,93.2,93.3,93.25,WTC,PGWS_tcy:m/s
934,93.3,93.4,93.35,WTC,PGWS_tcy:m/s
935,93.4,93.5,93.45,WTC,PGWS_tcy:m/s
936,93.5,93.6,93.55,WTC,PGWS_tcy:m/s
937,93.6,93.7,93.65,WTC,PGWS_tcy:m/s
938,93.7,93.8,93.75,WTC,PGWS_tcy:m/s
939,93.8,93.9,93.85,WTC,PGWS_tcy:m/s
940,93.9,94,93.95,WTC,PGWS_tcy:m/s
941,94,94.1,94.05,WTC,PGWS_tcy:m/s
942,94.1,94.2,94.15,WTC,PGWS_tcy:m/s
943,94.2,94.3,94.25,WTC,PGWS_tcy:m/s
944,94.3,94.4,94.35,WTC,PGWS_tcy:m/s
945,94.4,94.5,94.45,WTC,PGWS_tcy:m/s
946,94.5,94.6,94.55,WTC,PGWS_tcy:m/s
947,94.6,94.7,94.65,WTC,PGWS_tcy:m/s
948,94.7,94.8,94.75,WTC,PGWS_tcy:m/s
949,94.8,94.9,94.85,WTC,PGWS_tcy:m/s
950,94.9,95,94.95,WTC,PGWS_tcy:m/s
951,95,95.1,95.05,WTC,PGWS_tcy:m/s
952,95.1,95.2,95.15,WTC,PGWS_tcy:m/s
953,95.2,95.3,95.25,WTC,PGWS_tcy:m/s
954,95.3,95.4,95.35,WTC,PGWS_tcy:m/s
955,95.4,95.5,95.45,WTC,PGWS_tcy:m/s
956,95.5,95.6,95.55,WTC,PGWS_tcy:m/s
957,95.6,95.7,95.65,WTC,PGWS_tcy:m/s
958,95.7,95.8,95.75,WTC,PGWS_tcy:m/s
959,95.8,95.9,95.85,WTC,PGWS_tcy:m/s
960,95.9,96,95.95,WTC,PGWS_tcy:m/s
961,96,96.1,96.05,WTC,PGWS_tcy:m/s
962,96.1,96.2,96.15,WTC,PGWS_tcy:m/s
963,96.2,96.3,96.25,WTC,PGWS_tcy:m/s
964,96.3,96.4,96.35,WTC,PGWS_tcy:m/s
965,96.4,96.5,96.45,WTC,PGWS_tcy:m/s
966,96.5,96.6,96.55,WTC,PGWS_tcy:m/s
967,96.6,96.7,96.65,WTC,PGWS_tcy:m/s
968,96.7,96.8,96.75,WTC,PGWS_tcy:m/s
969,96.8,96.9,96.85,WTC,PGWS_tcy:m/s
970,96.9,97,96.95,WTC,PGWS_tcy:m/s
971,97,97.1,97.05,WTC,PGWS_tcy:m/s
972,97.1,97.2,97.15,WTC,PGWS_tcy:m/s
973,97.2,97.3,97.25,WTC,PGWS_tcy:m/s
974,97.3,97.4,97.35,WTC,PGWS_tcy:m/s
975,97.4,97.5,97.45,WTC,PGWS_tcy:m/s
976,97.5,97.6,97.55,WTC,PGWS_tcy:m/s
977,97.6,97.7,97.65,WTC,PGWS_tcy:m/s
978,97.7,97.8,97.75,WTC,PGWS_tcy:m/s
979,97.8,97.9,97.85,WTC,PGWS_tcy:m/s
980,97.9,98,97.95,WTC,PGWS_tcy:m/s
981,98,98.1,98.05,WTC,PGWS_tcy:m/s
982,98.1,98.2,98.15,WTC,PGWS_tcy:m/s
983,98.2,98.3,98.25,WTC,PGWS_tcy:m/s
984,98.3,98.4,98.35,WTC,PGWS_tcy:m/s
985,98.4,98.5,98.45,WTC,PGWS_tcy:m/s
986,98.5,98.6,98.55,WTC,PGWS_tcy:m/s
987,98.6,98.7,98.65,WTC,PGWS_tcy:m/s
988,98.7,98.8,98.75,WTC,PGWS_tcy:m/s
989,98.8,98.9,98.85,WTC,PGWS_tcy:m/s
990,98.9,99,98.95,WTC,PGWS_tcy:m/s
991,99,99.1,99.05,WTC,PGWS_tcy:m/s
992,99.1,99.2,99.15,WTC,PGWS_tcy:m/s
993,99.2,99.3,99.25,WTC,PGWS_tcy:m/s
994,99.3,99.4,99.35,WTC,PGWS_tcy:m/s
995,99.4,99.5,99.45,WTC,PGWS_tcy:m/s
996,99.5,99.6,99.55,WTC,PGWS_tcy:m/s
997,99.6,99.7,99.65,WTC,PGWS_tcy:m/s
998,99.7,99.8,99.75,WTC,PGWS_tcy:m/s
999,99.8,99.9,99.85,WTC,PGWS_tcy:m/s
1000,99.9,100,99.95,WTC,PGWS_tcy:m/s
1001,100,100.1,100.05,WTC,PGWS_tcy:m/s
1002,100.1,100.2,100.15,WTC,PGWS_tcy:m/s
1003,100.2,100.3,100.25,WTC,PGWS_tcy:m/s
1004,100.3,100.4,100.35,WTC,PGWS_tcy:m/s
1005,100.4,100.5,100.45,WTC,PGWS_tcy:m/s
1006,100.5,100.6,100.55,WTC,PGWS_tcy:m/s
1007,100.6,100.7,100.65,WTC,PGWS_tcy:m/s
1008,100.7,100.8,100.75,WTC,PGWS_tcy:m/s
1009,100.8,100.9,100.85,WTC,PGWS_tcy:m/s
1010,100.9,101,100.95,WTC,PGWS_tcy:m/s
1011,101,101.1,101.05,WTC,PGWS_tcy:m/s
1012,101.1,101.2,101.15,WTC,PGWS_tcy:m/s
1013,101.2,101.3,101.25,WTC,PGWS_tcy:m/s
1014,101.3,101.4,101.35,WTC,PGWS_tcy:m/s
1015,101.4,101.5,101.45,WTC,PGWS_tcy:m/s
1016,101.5,101.6,101.55,WTC,PGWS_tcy:m/s
1017,101.6,101.7,101.65,WTC,PGWS_tcy:m/s
1018,101.7,101.8,101.75,WTC,PGWS_tcy:m/s
1019,101.8,101.9,101.85,WTC,PGWS_tcy:m/s
1020,101.9,102,101.95,WTC,PGWS_tcy:m/s
1021,102,102.1,102.05,WTC,PGWS_tcy:m/s
1022,102.1,102.2,102.15,WTC,PGWS_tcy:m/s
1023,102.2,102.3,102.25,WTC,PGWS_tcy:m/s
1024,102.3,102.4,102.35,WTC,PGWS_tcy:m/s
1025,102.4,102.5,102.45,WTC,PGWS_tcy:m/s
1026,102.5,102.6,102.55,WTC,PGWS_tcy:m/s
1027,102.6,102.7,102.65,WTC,PGWS_tcy:m/s
1028,102.7,102.8,102.75,WTC,PGWS_tcy:m/s
1029,102.8,102.9,102.85,WTC,PGWS_tcy:m/s
1030,102.9,103,102.95,WTC,PGWS_tcy:m/s
1031,103,103.1,103.05,WTC,PGWS_tcy:m/s
1032,103.1,103.2,103.15,WTC,PGWS_tcy:m/s
1033,103.2,103.3,103.25,WTC,PGWS_tcy:m/s
1034,103.3,103.4,103.35,WTC,PGWS_tcy:m/s
1035,103.4,103.5,103.45,WTC,PGWS_tcy:m/s
1036,103.5,103.6,103.55,WTC,PGWS_tcy:m/s
1037,103.6,103.7,103.65,WTC,PGWS_tcy:m/s
1038,103.7,103.8,103.75,WTC,PGWS_tcy:m/s
1039,103.8,103.9,103.85,WTC,PGWS_tcy:m/s
1040,103.9,104,103.95,WTC,PGWS_tcy:m/s
1041,104,104.1,104.05,WTC,PGWS_tcy:m/s
1042,104.1,104.2,104.15,WTC,PGWS_tcy:m/s
1043,104.2,104.3,104.25,WTC,PGWS_tcy:m/s
1044,104.3,104.4,104.35,WTC,PGWS_tcy:m/s
1045,104.4,104.5,104.45,WTC,PGWS_tcy:m/s
1046,104.5,104.6,104.55,WTC,PGWS_tcy:m/s
1047,104.6,104.7,104.65,WTC,PGWS_tcy:m/s
1048,104.7,104.8,104.75,WTC,PGWS_tcy:m/s
1049,104.8,104.9,104.85,WTC,PGWS_tcy:m/s
1050,104.9,105,104.95,WTC,PGWS_tcy:m/s
1051,105,105.1,105.05,WTC,PGWS_tcy:m/s
1052,105.1,105.2,105.15,WTC,PGWS_tcy:m/s
1053,105.2,105.3,105.25,WTC,PGWS_tcy:m/s
1054,105.3,105.4,105.35,WTC,PGWS_tcy:m/s
1055,105.4,105.5,105.45,WTC,PGWS_tcy:m/s
1056,105.5,105.6,105.55,WTC,PGWS_tcy:m/s
1057,105.6,105.7,105.65,WTC,PGWS_tcy:m/s
1058,105.7,105.8,105.75,WTC,PGWS_tcy:m/s
1059,105.8,105.9,105.85,WTC,PGWS_tcy:m/s
1060,105.9,106,105.95,WTC,PGWS_tcy:m/s
1061,106,106.1,106.05,WTC,PGWS_tcy:m/s
1062,106.1,106.2,106.15,WTC,PGWS_tcy:m/s
1063,106.2,106.3,106.25,WTC,PGWS_tcy:m/s
1064,106.3,106.4,106.35,WTC,PGWS_tcy:m/s
1065,106.4,106.5,106.45,WTC,PGWS_tcy:m/s
1066,106.5,106.6,106.55,WTC,PGWS_tcy:m/s
1067,106.6,106.7,106.65,WTC,PGWS_tcy:m/s
1068,106.7,106.8,106.75,WTC,PGWS_tcy:m/s
1069,106.8,106.9,106.85,WTC,PGWS_tcy:m/s
1070,106.9,107,106.95,WTC,PGWS_tcy:m/s
1071,107,107.1,107.05,WTC,PGWS_tcy:m/s
1072,107.1,107.2,107.15,WTC,PGWS_tcy:m/s
1073,107.2,107.3,107.25,WTC,PGWS_tcy:m/s
1074,107.3,107.4,107.35,WTC,PGWS_tcy:m/s
1075,107.4,107.5,107.45,WTC,PGWS_tcy:m/s
1076,107.5,107.6,107.55,WTC,PGWS_tcy:m/s
1077,107.6,107.7,107.65,WTC,PGWS_tcy:m/s
1078,107.7,107.8,107.75,WTC,PGWS_tcy:m/s
1079,107.8,107.9,107.85,WTC,PGWS_tcy:m/s
1080,107.9,108,107.95,WTC,PGWS_tcy:m/s
1081,108,108.1,108.05,WTC,PGWS_tcy:m/s
1082,108.1,108.2,108.15,WTC,PGWS_tcy:m/s
1083,108.2,108.3,108.25,WTC,PGWS_tcy:m/s
1084,108.3,108.4,108.35,WTC,PGWS_tcy:m/s
1085,108.4,108.5,108.45,WTC,PGWS_tcy:m/s
1086,108.5,108.6,108.55,WTC,PGWS_tcy:m/s
1087,108.6,108.7,108.65,WTC,PGWS_tcy:m/s
1088,108.7,108.8,108.75,WTC,PGWS_tcy:m/s
1089,108.8,108.9,108.85,WTC,PGWS_tcy:m/s
1090,108.9,109,108.95,WTC,PGWS_tcy:m/s
1091,109,109.1,109.05,WTC,PGWS_tcy:m/s
1092,109.1,109.2,109.15,WTC,PGWS_tcy:m/s
1093,109.2,109.3,109.25,WTC,PGWS_tcy:m/s
1094,109.3,109.4,109.35,WTC,PGWS_tcy:m/s
1095,109.4,109.5,109.45,WTC,PGWS_tcy:m/s
1096,109.5,109.6,109.55,WTC,PGWS_tcy:m/s
1097,109.6,109.7,109.65,WTC,PGWS_tcy:m/s
1098,109.7,109.8,109.75,WTC,PGWS_tcy:m/s
1099,109.8,109.9,109.85,WTC,PGWS_tcy:m/s
1100,109.9,110,109.95,WTC,PGWS_tcy:m/s
1101,0,0.5,0.25,WSS,fl_wd:m
1102,0.5,1,0.75,WSS,fl_wd:m
1103,1,1.5,1.25,WSS,fl_wd:m
1104,1.5,2,1.75,WSS,fl_wd:m
1105,2,2.5,2.25,WSS,fl_wd:m
1106,2.5,3,2.75,WSS,fl_wd:m
1107,3,3.5,3.25,WSS,fl_wd:m
1108,3.5,4,3.75,WSS,fl_wd:m
1109,4,4.5,4.25,WSS,fl_wd:m
1110,4.5,5,4.75,WSS,fl_wd:m
1111,5,5.5,5.25,WSS,fl_wd:m
1112,5.5,6,5.75,WSS,fl_wd:m
1113,6,6.5,6.25,WSS,fl_wd:m
1114,6.5,7,6.75,WSS,fl_wd:m
1115,7,7.5,7.25,WSS,fl_wd:m
1116,7.5,8,7.75,WSS,fl_wd:m
1117,8,8.5,8.25,WSS,fl_wd:m
1118,8.5,9,8.75,WSS,fl_wd:m
1119,9,9.5,9.25,WSS,fl_wd:m
1120,9.5,10,9.75,WSS,fl_wd:m
1121,10,20,15,WSS,fl_wd:m
1122,0,0,0,WSS,fl_wd:m
